Timestamp,BRate,Timestamp,RSSI
2024-11-12 10:57:45,27.0,2024-11-12 10:57:45,-29
2024-11-12 10:57:46,23.0,2024-11-12 10:57:46,-29
2024-11-12 10:57:47,23.0,2024-11-12 10:57:47,-29
2024-11-12 10:57:48,20.0,2024-11-12 10:57:48,-29
2024-11-12 10:57:49,20.0,2024-11-12 10:57:49,-29
2024-11-12 10:57:50,18.0,2024-11-12 10:57:50,-29
2024-11-12 10:57:51,18.0,2024-11-12 10:57:51,-29
2024-11-12 10:57:52,17.0,2024-11-12 10:57:52,-29
2024-11-12 10:57:53,17.0,2024-11-12 10:57:53,-29
2024-11-12 10:57:54,17.0,2024-11-12 10:57:54,-29
2024-11-12 10:57:55,17.0,2024-11-12 10:57:55,-29
2024-11-12 10:57:56,17.0,2024-11-12 10:57:56,-29
2024-11-12 10:57:57,17.0,2024-11-12 10:57:57,-29
2024-11-12 10:57:58,17.0,2024-11-12 10:57:58,-29
2024-11-12 10:57:59,17.0,2024-11-12 10:57:59,-29
2024-11-12 10:58:00,17.0,2024-11-12 10:58:00,-29
2024-11-12 10:58:01,18.0,2024-11-12 10:58:01,-29
2024-11-12 10:58:02,18.0,2024-11-12 10:58:02,-29
2024-11-12 10:58:03,18.0,2024-11-12 10:58:03,-29
2024-11-12 10:58:04,18.0,2024-11-12 10:58:04,-29
2024-11-12 10:58:05,20.0,2024-11-12 10:58:05,-29
2024-11-12 10:58:06,20.0,2024-11-12 10:58:06,-29
2024-11-12 10:58:07,21.0,2024-11-12 10:58:07,-29
2024-11-12 10:58:08,23.0,2024-11-12 10:58:08,-28
2024-11-12 10:58:09,23.0,2024-11-12 10:58:09,-29
2024-11-12 10:58:10,30.0,2024-11-12 10:58:10,-29
2024-11-12 10:58:11,30.0,2024-11-12 10:58:11,-29
2024-11-12 10:58:12,30.0,2024-11-12 10:58:12,-29
2024-11-12 10:58:13,26.0,2024-11-12 10:58:13,-29
2024-11-12 10:58:14,30.0,2024-11-12 10:58:14,-29
2024-11-12 10:58:15,30.0,2024-11-12 10:58:15,-29
2024-11-12 10:58:16,30.0,2024-11-12 10:58:16,-28
2024-11-12 10:58:17,26.0,2024-11-12 10:58:17,-29
2024-11-12 10:58:18,26.0,2024-11-12 10:58:18,-29
2024-11-12 10:58:19,26.0,2024-11-12 10:58:19,-29
2024-11-12 10:58:20,27.0,2024-11-12 10:58:20,-29
2024-11-12 10:58:21,27.0,2024-11-12 10:58:21,-28
2024-11-12 10:58:22,27.0,2024-11-12 10:58:22,-27
2024-11-12 10:58:23,28.0,2024-11-12 10:58:23,-27
2024-11-12 10:58:24,28.0,2024-11-12 10:58:24,-28
2024-11-12 10:58:25,26.0,2024-11-12 10:58:25,-29
2024-11-12 10:58:26,26.0,2024-11-12 10:58:26,-29
2024-11-12 10:58:27,21.0,2024-11-12 10:58:27,-29
2024-11-12 10:58:28,20.0,2024-11-12 10:58:28,-28
2024-11-12 10:58:29,20.0,2024-11-12 10:58:29,-29
2024-11-12 10:58:30,20.0,2024-11-12 10:58:30,-29
2024-11-12 10:58:31,19.0,2024-11-12 10:58:31,-29
2024-11-12 10:58:32,19.0,2024-11-12 10:58:32,-29
2024-11-12 10:58:33,18.0,2024-11-12 10:58:33,-29
2024-11-12 10:58:34,18.0,2024-11-12 10:58:34,-29
2024-11-12 10:58:35,18.0,2024-11-12 10:58:35,-29
2024-11-12 10:58:36,18.0,2024-11-12 10:58:36,-27
2024-11-12 10:58:37,18.0,2024-11-12 10:58:37,-28
2024-11-12 10:58:38,18.0,2024-11-12 10:58:38,-30
2024-11-12 10:58:39,18.0,2024-11-12 10:58:39,-31
2024-11-12 10:58:40,18.0,2024-11-12 10:58:40,-29
2024-11-12 10:58:41,18.0,2024-11-12 10:58:41,-27
2024-11-12 10:58:42,18.0,2024-11-12 10:58:42,-29
2024-11-12 10:58:43,18.0,2024-11-12 10:58:43,-29
2024-11-12 10:58:44,20.0,2024-11-12 10:58:44,-28
2024-11-12 10:58:45,20.0,2024-11-12 10:58:45,-30
2024-11-12 10:58:46,23.0,2024-11-12 10:58:46,-32
2024-11-12 10:58:47,23.0,2024-11-12 10:58:47,-30
2024-11-12 10:58:48,24.0,2024-11-12 10:58:48,-29
2024-11-12 10:58:49,24.0,2024-11-12 10:58:49,-29
2024-11-12 10:58:50,25.0,2024-11-12 10:58:50,-29
2024-11-12 10:58:51,25.0,2024-11-12 10:58:51,-28
2024-11-12 10:58:52,25.0,2024-11-12 10:58:52,-32
2024-11-12 10:58:53,26.0,2024-11-12 10:58:53,-29
2024-11-12 10:58:54,28.0,2024-11-12 10:58:54,-31
2024-11-12 10:58:55,28.0,2024-11-12 10:58:55,-31
2024-11-12 10:58:56,28.0,2024-11-12 10:58:56,-29
2024-11-12 10:58:57,30.0,2024-11-12 10:58:57,-29
2024-11-12 10:58:58,29.0,2024-11-12 10:58:58,-31
2024-11-12 10:58:59,29.0,2024-11-12 10:58:59,-31
2024-11-12 10:59:00,31.0,2024-11-12 10:59:00,-30
2024-11-12 10:59:01,31.0,2024-11-12 10:59:01,-31
2024-11-12 10:59:02,30.0,2024-11-12 10:59:02,-31
2024-11-12 10:59:03,31.0,2024-11-12 10:59:03,-31
2024-11-12 10:59:04,31.0,2024-11-12 10:59:04,-30
2024-11-12 10:59:05,30.0,2024-11-12 10:59:05,-30
2024-11-12 10:59:06,31.0,2024-11-12 10:59:06,-31
2024-11-12 10:59:07,31.0,2024-11-12 10:59:07,-32
2024-11-12 10:59:08,30.0,2024-11-12 10:59:08,-32
2024-11-12 10:59:12,27.0,2024-11-12 10:59:12,-31
2024-11-12 10:59:18,22.0,2024-11-12 10:59:18,-29
2024-11-12 10:59:19,22.0,2024-11-12 10:59:19,-29
2024-11-12 10:59:22,22.0,2024-11-12 10:59:22,-29
2024-11-12 10:59:23,22.0,2024-11-12 10:59:23,-29
2024-11-12 10:59:24,22.0,2024-11-12 10:59:24,-29
2024-11-12 10:59:25,22.0,2024-11-12 10:59:25,-29
2024-11-12 10:59:29,22.0,2024-11-12 10:59:29,-29
2024-11-12 10:59:30,22.0,2024-11-12 10:59:30,-28
2024-11-12 10:59:31,22.0,2024-11-12 10:59:31,-29
2024-11-12 10:59:32,22.0,2024-11-12 10:59:32,-29
2024-11-12 10:59:33,26.0,2024-11-12 10:59:33,-29
2024-11-12 10:59:34,26.0,2024-11-12 10:59:34,-29
2024-11-12 10:59:35,26.0,2024-11-12 10:59:35,-29
2024-11-12 10:59:38,30.0,2024-11-12 10:59:38,-29
2024-11-12 10:59:39,30.0,2024-11-12 10:59:39,-29
2024-11-12 10:59:40,32.0,2024-11-12 10:59:40,-29
2024-11-12 10:59:41,32.0,2024-11-12 10:59:41,-29
2024-11-12 10:59:42,32.0,2024-11-12 10:59:42,-29
2024-11-12 10:59:43,31.0,2024-11-12 10:59:43,-29
2024-11-12 10:59:44,31.0,2024-11-12 10:59:44,-29
2024-11-12 10:59:45,31.0,2024-11-12 10:59:45,-29
2024-11-12 10:59:46,31.0,2024-11-12 10:59:46,-29
2024-11-12 10:59:47,31.0,2024-11-12 10:59:47,-29
2024-11-12 10:59:48,31.0,2024-11-12 10:59:48,-29
2024-11-12 10:59:51,31.0,2024-11-12 10:59:51,-29
2024-11-12 10:59:52,31.0,2024-11-12 10:59:52,-29
2024-11-12 10:59:53,31.0,2024-11-12 10:59:53,-29
2024-11-12 10:59:54,31.0,2024-11-12 10:59:54,-29
2024-11-12 10:59:55,32.0,2024-11-12 10:59:55,-29
2024-11-12 10:59:56,28.0,2024-11-12 10:59:56,-31
2024-11-12 10:59:57,28.0,2024-11-12 10:59:57,-29
2024-11-12 10:59:58,28.0,2024-11-12 10:59:58,-33
2024-11-12 10:59:59,26.0,2024-11-12 10:59:59,-29
2024-11-12 11:00:00,26.0,2024-11-12 11:00:00,-29
2024-11-12 11:00:01,26.0,2024-11-12 11:00:01,-29
2024-11-12 11:00:02,22.0,2024-11-12 11:00:02,-29
2024-11-12 11:00:03,22.0,2024-11-12 11:00:03,-29
2024-11-12 11:00:04,21.0,2024-11-12 11:00:04,-29
2024-11-12 11:00:05,21.0,2024-11-12 11:00:05,-29
2024-11-12 11:00:06,22.0,2024-11-12 11:00:06,-29
2024-11-12 11:00:07,21.0,2024-11-12 11:00:07,-29
2024-11-12 11:00:08,21.0,2024-11-12 11:00:08,-29
2024-11-12 11:00:11,19.0,2024-11-12 11:00:11,-29
2024-11-12 11:00:12,19.0,2024-11-12 11:00:12,-29
2024-11-12 11:00:13,19.0,2024-11-12 11:00:13,-29
2024-11-12 11:00:14,19.0,2024-11-12 11:00:14,-29
2024-11-12 11:00:15,19.0,2024-11-12 11:00:15,-29
2024-11-12 11:00:16,20.0,2024-11-12 11:00:16,-29
2024-11-12 11:00:17,20.0,2024-11-12 11:00:17,-29
2024-11-12 11:00:18,20.0,2024-11-12 11:00:18,-29
2024-11-12 11:00:19,20.0,2024-11-12 11:00:19,-29
2024-11-12 11:00:20,20.0,2024-11-12 11:00:20,-29
2024-11-12 11:00:21,22.0,2024-11-12 11:00:21,-29
2024-11-12 11:00:22,22.0,2024-11-12 11:00:22,-29
2024-11-12 11:00:23,23.0,2024-11-12 11:00:23,-29
2024-11-12 11:00:24,23.0,2024-11-12 11:00:24,-29
2024-11-12 11:00:25,23.0,2024-11-12 11:00:25,-29
2024-11-12 11:00:26,24.0,2024-11-12 11:00:26,-29
2024-11-12 11:00:27,24.0,2024-11-12 11:00:27,-29
2024-11-12 11:00:28,24.0,2024-11-12 11:00:28,-29
2024-11-12 11:00:29,24.0,2024-11-12 11:00:29,-31
2024-11-12 11:00:30,24.0,2024-11-12 11:00:30,-31
2024-11-12 11:00:31,25.0,2024-11-12 11:00:31,-29
2024-11-12 11:00:32,25.0,2024-11-12 11:00:32,-29
2024-11-12 11:00:33,25.0,2024-11-12 11:00:33,-29
2024-11-12 11:00:34,25.0,2024-11-12 11:00:34,-31
2024-11-12 11:00:35,25.0,2024-11-12 11:00:35,-30
2024-11-12 11:00:36,25.0,2024-11-12 11:00:36,-30
2024-11-12 11:00:39,26.0,2024-11-12 11:00:39,-29
2024-11-12 11:00:40,25.0,2024-11-12 11:00:40,-28
2024-11-12 11:00:41,25.0,2024-11-12 11:00:41,-29
2024-11-12 11:00:42,26.0,2024-11-12 11:00:42,-29
2024-11-12 11:00:43,26.0,2024-11-12 11:00:43,-29
2024-11-12 11:00:44,26.0,2024-11-12 11:00:44,-29
2024-11-12 11:00:45,25.0,2024-11-12 11:00:45,-29
2024-11-12 11:00:46,25.0,2024-11-12 11:00:46,-29
2024-11-12 11:00:47,24.0,2024-11-12 11:00:47,-29
2024-11-12 11:00:48,24.0,2024-11-12 11:00:48,-29
2024-11-12 11:00:49,24.0,2024-11-12 11:00:49,-29
2024-11-12 11:00:50,24.0,2024-11-12 11:00:50,-29
2024-11-12 11:00:51,24.0,2024-11-12 11:00:51,-29
2024-11-12 11:00:52,24.0,2024-11-12 11:00:52,-29
2024-11-12 11:00:53,24.0,2024-11-12 11:00:53,-29
2024-11-12 11:00:54,23.0,2024-11-12 11:00:54,-29
2024-11-12 11:00:55,23.0,2024-11-12 11:00:55,-29
2024-11-12 11:00:56,23.0,2024-11-12 11:00:56,-29
2024-11-12 11:00:57,23.0,2024-11-12 11:00:57,-29
2024-11-12 11:00:58,23.0,2024-11-12 11:00:58,-29
2024-11-12 11:00:59,23.0,2024-11-12 11:00:59,-28
2024-11-12 11:01:00,23.0,2024-11-12 11:01:00,-29
2024-11-12 11:01:01,22.0,2024-11-12 11:01:01,-29
2024-11-12 11:01:02,22.0,2024-11-12 11:01:02,-29
2024-11-12 11:01:03,22.0,2024-11-12 11:01:03,-29
2024-11-12 11:01:04,23.0,2024-11-12 11:01:04,-29
2024-11-12 11:01:05,23.0,2024-11-12 11:01:05,-29
2024-11-12 11:01:06,23.0,2024-11-12 11:01:06,-29
2024-11-12 11:01:07,24.0,2024-11-12 11:01:07,-27
2024-11-12 11:01:08,24.0,2024-11-12 11:01:08,-29
2024-11-12 11:01:09,24.0,2024-11-12 11:01:09,-29
2024-11-12 11:01:10,25.0,2024-11-12 11:01:10,-29
2024-11-12 11:01:11,25.0,2024-11-12 11:01:11,-29
2024-11-12 11:01:12,23.0,2024-11-12 11:01:12,-29
2024-11-12 11:01:13,23.0,2024-11-12 11:01:13,-28
2024-11-12 11:01:14,23.0,2024-11-12 11:01:14,-29
2024-11-12 11:01:15,24.0,2024-11-12 11:01:15,-29
2024-11-12 11:01:16,24.0,2024-11-12 11:01:16,-29
2024-11-12 11:01:17,24.0,2024-11-12 11:01:17,-29
2024-11-12 11:01:18,23.0,2024-11-12 11:01:18,-29
2024-11-12 11:01:21,22.0,2024-11-12 11:01:21,-29
2024-11-12 11:01:22,22.0,2024-11-12 11:01:22,-29
2024-11-12 11:01:23,22.0,2024-11-12 11:01:23,-29
2024-11-12 11:01:24,23.0,2024-11-12 11:01:24,-29
2024-11-12 11:01:25,23.0,2024-11-12 11:01:25,-29
2024-11-12 11:01:26,23.0,2024-11-12 11:01:26,-29
2024-11-12 11:01:27,23.0,2024-11-12 11:01:27,-29
2024-11-12 11:01:28,23.0,2024-11-12 11:01:28,-29
2024-11-12 11:01:29,22.0,2024-11-12 11:01:29,-28
2024-11-12 11:01:30,23.0,2024-11-12 11:01:30,-27
2024-11-12 11:01:31,22.0,2024-11-12 11:01:31,-28
2024-11-12 11:01:32,22.0,2024-11-12 11:01:32,-59
2024-11-12 11:01:33,22.0,2024-11-12 11:01:33,-28
2024-11-12 11:01:34,21.0,2024-11-12 11:01:34,-29
2024-11-12 11:01:35,21.0,2024-11-12 11:01:35,-29
2024-11-12 11:01:36,21.0,2024-11-12 11:01:36,-29
2024-11-12 11:01:37,21.0,2024-11-12 11:01:37,-29
2024-11-12 11:01:38,21.0,2024-11-12 11:01:38,-29
2024-11-12 11:01:39,21.0,2024-11-12 11:01:39,-29
2024-11-12 11:01:40,21.0,2024-11-12 11:01:40,-29
2024-11-12 11:01:41,21.0,2024-11-12 11:01:41,-28
2024-11-12 11:01:42,21.0,2024-11-12 11:01:42,-29
2024-11-12 11:01:43,21.0,2024-11-12 11:01:43,-29
2024-11-12 11:01:44,21.0,2024-11-12 11:01:44,-29
2024-11-12 11:01:45,21.0,2024-11-12 11:01:45,-29
2024-11-12 11:01:46,22.0,2024-11-12 11:01:46,-28
2024-11-12 11:01:47,23.0,2024-11-12 11:01:47,-29
2024-11-12 11:01:48,23.0,2024-11-12 11:01:48,-27
2024-11-12 11:01:49,24.0,2024-11-12 11:01:49,-28
2024-11-12 11:01:50,24.0,2024-11-12 11:01:50,-28
2024-11-12 11:01:51,24.0,2024-11-12 11:01:51,-28
2024-11-12 11:01:52,25.0,2024-11-12 11:01:52,-30
2024-11-12 11:01:53,25.0,2024-11-12 11:01:53,-29
2024-11-12 11:01:54,25.0,2024-11-12 11:01:54,-29
2024-11-12 11:01:55,25.0,2024-11-12 11:01:55,-28
2024-11-12 11:01:56,25.0,2024-11-12 11:01:56,-29
2024-11-12 11:01:57,27.0,2024-11-12 11:01:57,-30
2024-11-12 11:01:58,27.0,2024-11-12 11:01:58,-29
2024-11-12 11:01:59,27.0,2024-11-12 11:01:59,-28
2024-11-12 11:02:00,27.0,2024-11-12 11:02:00,-28
2024-11-12 11:02:01,27.0,2024-11-12 11:02:01,-29
2024-11-12 11:02:02,27.0,2024-11-12 11:02:02,-28
2024-11-12 11:02:03,27.0,2024-11-12 11:02:03,-27
2024-11-12 11:02:04,27.0,2024-11-12 11:02:04,-27
2024-11-12 11:02:05,27.0,2024-11-12 11:02:05,-27
2024-11-12 11:02:06,27.0,2024-11-12 11:02:06,-27
2024-11-12 11:02:07,27.0,2024-11-12 11:02:07,-27
2024-11-12 11:02:08,27.0,2024-11-12 11:02:08,-27
2024-11-12 11:02:09,27.0,2024-11-12 11:02:09,-27
2024-11-12 11:02:10,27.0,2024-11-12 11:02:10,-27
2024-11-12 11:02:11,28.0,2024-11-12 11:02:11,-27
2024-11-12 11:02:12,28.0,2024-11-12 11:02:12,-27
2024-11-12 11:02:13,27.0,2024-11-12 11:02:13,-27
2024-11-12 11:02:14,27.0,2024-11-12 11:02:14,-27
2024-11-12 11:02:15,26.0,2024-11-12 11:02:15,-27
2024-11-12 11:02:16,25.0,2024-11-12 11:02:16,-27
2024-11-12 11:02:17,25.0,2024-11-12 11:02:17,-27
2024-11-12 11:02:18,24.0,2024-11-12 11:02:18,-27
2024-11-12 11:02:19,24.0,2024-11-12 11:02:19,-27
2024-11-12 11:02:20,24.0,2024-11-12 11:02:20,-27
2024-11-12 11:02:21,24.0,2024-11-12 11:02:21,-27
2024-11-12 11:02:22,25.0,2024-11-12 11:02:22,-27
2024-11-12 11:02:25,25.0,2024-11-12 11:02:25,-29
2024-11-12 11:02:26,24.0,2024-11-12 11:02:26,-29
2024-11-12 11:02:27,24.0,2024-11-12 11:02:27,-29
2024-11-12 11:02:28,24.0,2024-11-12 11:02:28,-29
2024-11-12 11:02:29,24.0,2024-11-12 11:02:29,-29
2024-11-12 11:02:30,24.0,2024-11-12 11:02:30,-29
2024-11-12 11:02:31,24.0,2024-11-12 11:02:31,-29
2024-11-12 11:02:32,24.0,2024-11-12 11:02:32,-29
2024-11-12 11:02:33,23.0,2024-11-12 11:02:33,-29
2024-11-12 11:02:34,23.0,2024-11-12 11:02:34,-29
2024-11-12 11:02:35,22.0,2024-11-12 11:02:35,-28
2024-11-12 11:02:36,22.0,2024-11-12 11:02:36,-29
2024-11-12 11:02:37,24.0,2024-11-12 11:02:37,-29
2024-11-12 11:02:38,24.0,2024-11-12 11:02:38,-29
2024-11-12 11:02:39,24.0,2024-11-12 11:02:39,-29
2024-11-12 11:02:40,24.0,2024-11-12 11:02:40,-29
2024-11-12 11:02:41,24.0,2024-11-12 11:02:41,-28
2024-11-12 11:02:42,24.0,2024-11-12 11:02:42,-29
2024-11-12 11:02:43,25.0,2024-11-12 11:02:43,-29
2024-11-12 11:02:44,25.0,2024-11-12 11:02:44,-29
2024-11-12 11:02:45,25.0,2024-11-12 11:02:45,-29
2024-11-12 11:02:46,26.0,2024-11-12 11:02:46,-29
2024-11-12 11:02:47,26.0,2024-11-12 11:02:47,-29
2024-11-12 11:02:48,26.0,2024-11-12 11:02:48,-29
2024-11-12 11:02:49,26.0,2024-11-12 11:02:49,-29
2024-11-12 11:02:50,26.0,2024-11-12 11:02:50,-29
2024-11-12 11:02:51,26.0,2024-11-12 11:02:51,-29
2024-11-12 11:02:52,26.0,2024-11-12 11:02:52,-29
2024-11-12 11:02:53,25.0,2024-11-12 11:02:53,-29
2024-11-12 11:02:54,25.0,2024-11-12 11:02:54,-29
2024-11-12 11:02:55,25.0,2024-11-12 11:02:55,-29
2024-11-12 11:02:56,25.0,2024-11-12 11:02:56,-29
2024-11-12 11:02:57,25.0,2024-11-12 11:02:57,-29
2024-11-12 11:02:58,26.0,2024-11-12 11:02:58,-29
2024-11-12 11:02:59,26.0,2024-11-12 11:02:59,-28
2024-11-12 11:03:00,25.0,2024-11-12 11:03:00,-27
2024-11-12 11:03:01,25.0,2024-11-12 11:03:01,-27
2024-11-12 11:03:02,25.0,2024-11-12 11:03:02,-30
2024-11-12 11:03:03,25.0,2024-11-12 11:03:03,-31
2024-11-12 11:03:04,25.0,2024-11-12 11:03:04,-31
2024-11-12 11:03:05,25.0,2024-11-12 11:03:05,-29
2024-11-12 11:03:06,25.0,2024-11-12 11:03:06,-31
2024-11-12 11:03:07,25.0,2024-11-12 11:03:07,-29
2024-11-12 11:03:08,25.0,2024-11-12 11:03:08,-31
2024-11-12 11:03:09,25.0,2024-11-12 11:03:09,-31
2024-11-12 11:03:10,25.0,2024-11-12 11:03:10,-29
2024-11-12 11:03:11,25.0,2024-11-12 11:03:11,-29
2024-11-12 11:03:12,25.0,2024-11-12 11:03:12,-30
2024-11-12 11:03:13,25.0,2024-11-12 11:03:13,-28
2024-11-12 11:03:14,23.0,2024-11-12 11:03:14,-29
2024-11-12 11:03:15,23.0,2024-11-12 11:03:15,-29
2024-11-12 11:03:16,23.0,2024-11-12 11:03:16,-29
2024-11-12 11:03:17,23.0,2024-11-12 11:03:17,-30
2024-11-12 11:03:18,23.0,2024-11-12 11:03:18,-28
